GeographyKey,GeographyBusinessKey,City,State,Country,Region,Market
2909,"LATAM|South|Brazil|Pernambuco|Jurema","Jurema","Pernambuco","Brazil","South","LATAM"
2910,"LATAM|South|Brazil|Pernambuco|Palmares","Palmares","Pernambuco","Brazil","South","LATAM"
2911,"LATAM|South|Brazil|Pernambuco|Paulista","Paulista","Pernambuco","Brazil","South","LATAM"
2912,"LATAM|South|Brazil|Pernambuco|Recife","Recife","Pernambuco","Brazil","South","LATAM"
2913,"LATAM|South|Brazil|Pernambuco|Surubim","Surubim","Pernambuco","Brazil","South","LATAM"
2914,"LATAM|South|Brazil|Pernambuco|Vitória de Santo Antão","Vitória de Santo Antão","Pernambuco","Brazil","South","LATAM"
2915,"LATAM|South|Brazil|Piauí|Floriano","Floriano","Piauí","Brazil","South","LATAM"
2916,"LATAM|South|Brazil|Piauí|Teresina","Teresina","Piauí","Brazil","South","LATAM"
2917,"LATAM|South|Brazil|Rio Grande do Norte|Açu","Açu","Rio Grande do Norte","Brazil","South","LATAM"
2918,"LATAM|South|Brazil|Rio Grande do Norte|Mossoró","Mossoró","Rio Grande do Norte","Brazil","South","LATAM"
2919,"LATAM|South|Brazil|Rio Grande do Norte|Natal","Natal","Rio Grande do Norte","Brazil","South","LATAM"
2920,"LATAM|South|Brazil|Rio Grande do Sul|Bagé","Bagé","Rio Grande do Sul","Brazil","South","LATAM"
2921,"LATAM|South|Brazil|Rio Grande do Sul|Bento Gonçalves","Bento Gonçalves","Rio Grande do Sul","Brazil","South","LATAM"
2922,"LATAM|South|Brazil|Rio Grande do Sul|Canoas","Canoas","Rio Grande do Sul","Brazil","South","LATAM"
2923,"LATAM|South|Brazil|Rio Grande do Sul|Caxias do Sul","Caxias do Sul","Rio Grande do Sul","Brazil","South","LATAM"
2924,"LATAM|South|Brazil|Rio Grande do Sul|Erechim","Erechim","Rio Grande do Sul","Brazil","South","LATAM"
2925,"LATAM|South|Brazil|Rio Grande do Sul|Farroupilha","Farroupilha","Rio Grande do Sul","Brazil","South","LATAM"
2926,"LATAM|South|Brazil|Rio Grande do Sul|Gravataí","Gravataí","Rio Grande do Sul","Brazil","South","LATAM"
2927,"LATAM|South|Brazil|Rio Grande do Sul|Ijuí","Ijuí","Rio Grande do Sul","Brazil","South","LATAM"
2928,"LATAM|South|Brazil|Rio Grande do Sul|Lajeado","Lajeado","Rio Grande do Sul","Brazil","South","LATAM"
2929,"LATAM|South|Brazil|Rio Grande do Sul|Passo Fundo","Passo Fundo","Rio Grande do Sul","Brazil","South","LATAM"
2930,"LATAM|South|Brazil|Rio Grande do Sul|Pelotas","Pelotas","Rio Grande do Sul","Brazil","South","LATAM"
2931,"LATAM|South|Brazil|Rio Grande do Sul|Porto Alegre","Porto Alegre","Rio Grande do Sul","Brazil","South","LATAM"
2932,"LATAM|South|Brazil|Rio Grande do Sul|Rio Grande","Rio Grande","Rio Grande do Sul","Brazil","South","LATAM"
2933,"LATAM|South|Brazil|Rio Grande do Sul|Santa Cruz do Sul","Santa Cruz do Sul","Rio Grande do Sul","Brazil","South","LATAM"
2934,"LATAM|South|Brazil|Rio Grande do Sul|Santa Rosa","Santa Rosa","Rio Grande do Sul","Brazil","South","LATAM"
2935,"LATAM|South|Brazil|Rio Grande do Sul|Sapucaia do Sul","Sapucaia do Sul","Rio Grande do Sul","Brazil","South","LATAM"
2936,"LATAM|South|Brazil|Rio Grande do Sul|São Leopoldo","São Leopoldo","Rio Grande do Sul","Brazil","South","LATAM"
2937,"LATAM|South|Brazil|Rio Grande do Sul|Uruguaiana","Uruguaiana","Rio Grande do Sul","Brazil","South","LATAM"
2938,"LATAM|South|Brazil|Rio Grande do Sul|Vacaria","Vacaria","Rio Grande do Sul","Brazil","South","LATAM"
2939,"LATAM|South|Brazil|Rio de Janeiro|Barra Mansa","Barra Mansa","Rio de Janeiro","Brazil","South","LATAM"
2940,"LATAM|South|Brazil|Rio de Janeiro|Barra do Piraí","Barra do Piraí","Rio de Janeiro","Brazil","South","LATAM"
2941,"LATAM|South|Brazil|Rio de Janeiro|Cabo Frio","Cabo Frio","Rio de Janeiro","Brazil","South","LATAM"
2942,"LATAM|South|Brazil|Rio de Janeiro|Duque de Caxias","Duque de Caxias","Rio de Janeiro","Brazil","South","LATAM"
2943,"LATAM|South|Brazil|Rio de Janeiro|Niterói","Niterói","Rio de Janeiro","Brazil","South","LATAM"
2944,"LATAM|South|Brazil|Rio de Janeiro|Petrópolis","Petrópolis","Rio de Janeiro","Brazil","South","LATAM"
2945,"LATAM|South|Brazil|Rio de Janeiro|Resende","Resende","Rio de Janeiro","Brazil","South","LATAM"
2946,"LATAM|South|Brazil|Rio de Janeiro|Seropédica","Seropédica","Rio de Janeiro","Brazil","South","LATAM"
2947,"LATAM|South|Brazil|Rio de Janeiro|São Gonçalo","São Gonçalo","Rio de Janeiro","Brazil","South","LATAM"
2948,"LATAM|South|Brazil|Rio de Janeiro|São Pedro da Aldeia","São Pedro da Aldeia","Rio de Janeiro","Brazil","South","LATAM"
2949,"LATAM|South|Brazil|Rio de Janeiro|Teresópolis","Teresópolis","Rio de Janeiro","Brazil","South","LATAM"
2950,"LATAM|South|Brazil|Rio de Janeiro|Vassouras","Vassouras","Rio de Janeiro","Brazil","South","LATAM"
2951,"LATAM|South|Brazil|Rondônia|Ariquemes","Ariquemes","Rondônia","Brazil","South","LATAM"
2952,"LATAM|South|Brazil|Rondônia|Ji-Paraná","Ji-Paraná","Rondônia","Brazil","South","LATAM"
2953,"LATAM|South|Brazil|Rondônia|Vilhena","Vilhena","Rondônia","Brazil","South","LATAM"
2954,"LATAM|South|Brazil|Roraima|Boa Vista","Boa Vista","Roraima","Brazil","South","LATAM"
2955,"LATAM|South|Brazil|Santa Catarina|Araranguá","Araranguá","Santa Catarina","Brazil","South","LATAM"
2956,"LATAM|South|Brazil|Santa Catarina|Balneário Camboriú","Balneário Camboriú","Santa Catarina","Brazil","South","LATAM"
2957,"LATAM|South|Brazil|Santa Catarina|Blumenau","Blumenau","Santa Catarina","Brazil","South","LATAM"
2958,"LATAM|South|Brazil|Santa Catarina|Caçador","Caçador","Santa Catarina","Brazil","South","LATAM"
2959,"LATAM|South|Brazil|Santa Catarina|Chapecó","Chapecó","Santa Catarina","Brazil","South","LATAM"
2960,"LATAM|South|Brazil|Santa Catarina|Criciúma","Criciúma","Santa Catarina","Brazil","South","LATAM"
2961,"LATAM|South|Brazil|Santa Catarina|Gaspar","Gaspar","Santa Catarina","Brazil","South","LATAM"
2962,"LATAM|South|Brazil|Santa Catarina|Indaial","Indaial","Santa Catarina","Brazil","South","LATAM"
2963,"LATAM|South|Brazil|Santa Catarina|Itajaí","Itajaí","Santa Catarina","Brazil","South","LATAM"
2964,"LATAM|South|Brazil|Santa Catarina|Joinville","Joinville","Santa Catarina","Brazil","South","LATAM"
2965,"LATAM|South|Brazil|Santa Catarina|Navegantes","Navegantes","Santa Catarina","Brazil","South","LATAM"
2966,"LATAM|South|Brazil|Santa Catarina|Palhoça","Palhoça","Santa Catarina","Brazil","South","LATAM"
2967,"LATAM|South|Brazil|Sergipe|Aracaju","Aracaju","Sergipe","Brazil","South","LATAM"
3032,"LATAM|South|Brazil|Tocantins|Araguaína","Araguaína","Tocantins","Brazil","South","LATAM"
3033,"LATAM|South|Brazil|Tocantins|Gurupi","Gurupi","Tocantins","Brazil","South","LATAM"
2968,"LATAM|South|Brazil|São Paulo|Americana","Americana","São Paulo","Brazil","South","LATAM"
2969,"LATAM|South|Brazil|São Paulo|Andradina","Andradina","São Paulo","Brazil","South","LATAM"
2970,"LATAM|South|Brazil|São Paulo|Araraquara","Araraquara","São Paulo","Brazil","South","LATAM"
2971,"LATAM|South|Brazil|São Paulo|Araçatuba","Araçatuba","São Paulo","Brazil","South","LATAM"
2972,"LATAM|South|Brazil|São Paulo|Barretos","Barretos","São Paulo","Brazil","South","LATAM"
2973,"LATAM|South|Brazil|São Paulo|Barueri","Barueri","São Paulo","Brazil","South","LATAM"
2974,"LATAM|South|Brazil|São Paulo|Birigui","Birigui","São Paulo","Brazil","South","LATAM"
2975,"LATAM|South|Brazil|São Paulo|Bragança Paulista","Bragança Paulista","São Paulo","Brazil","South","LATAM"
2976,"LATAM|South|Brazil|São Paulo|Campo Limpo Paulista","Campo Limpo Paulista","São Paulo","Brazil","South","LATAM"
2977,"LATAM|South|Brazil|São Paulo|Caraguatatuba","Caraguatatuba","São Paulo","Brazil","South","LATAM"
2978,"LATAM|South|Brazil|São Paulo|Carapicuíba","Carapicuíba","São Paulo","Brazil","South","LATAM"
2979,"LATAM|South|Brazil|São Paulo|Catanduva","Catanduva","São Paulo","Brazil","South","LATAM"
2980,"LATAM|South|Brazil|São Paulo|Cosmópolis","Cosmópolis","São Paulo","Brazil","South","LATAM"
2981,"LATAM|South|Brazil|São Paulo|Cotia","Cotia","São Paulo","Brazil","South","LATAM"
2982,"LATAM|South|Brazil|São Paulo|Cruzeiro","Cruzeiro","São Paulo","Brazil","South","LATAM"
2983,"LATAM|South|Brazil|São Paulo|Cubatão","Cubatão","São Paulo","Brazil","South","LATAM"
2984,"LATAM|South|Brazil|São Paulo|Diadema","Diadema","São Paulo","Brazil","South","LATAM"
2985,"LATAM|South|Brazil|São Paulo|Franca","Franca","São Paulo","Brazil","South","LATAM"
2986,"LATAM|South|Brazil|São Paulo|Francisco Morato","Francisco Morato","São Paulo","Brazil","South","LATAM"
2987,"LATAM|South|Brazil|São Paulo|Franco da Rocha","Franco da Rocha","São Paulo","Brazil","South","LATAM"
2988,"LATAM|South|Brazil|São Paulo|Guaratinguetá","Guaratinguetá","São Paulo","Brazil","South","LATAM"
2989,"LATAM|South|Brazil|São Paulo|Guarujá","Guarujá","São Paulo","Brazil","South","LATAM"
2990,"LATAM|South|Brazil|São Paulo|Guarulhos","Guarulhos","São Paulo","Brazil","South","LATAM"
2991,"LATAM|South|Brazil|São Paulo|Ibiúna","Ibiúna","São Paulo","Brazil","South","LATAM"
2992,"LATAM|South|Brazil|São Paulo|Indaiatuba","Indaiatuba","São Paulo","Brazil","South","LATAM"
2993,"LATAM|South|Brazil|São Paulo|Itapecerica da Serra","Itapecerica da Serra","São Paulo","Brazil","South","LATAM"
2994,"LATAM|South|Brazil|São Paulo|Itapetininga","Itapetininga","São Paulo","Brazil","South","LATAM"
2995,"LATAM|South|Brazil|São Paulo|Itapeva","Itapeva","São Paulo","Brazil","South","LATAM"
2996,"LATAM|South|Brazil|São Paulo|Itapevi","Itapevi","São Paulo","Brazil","South","LATAM"
2997,"LATAM|South|Brazil|São Paulo|Itu","Itu","São Paulo","Brazil","South","LATAM"
2998,"LATAM|South|Brazil|São Paulo|Jaboticabal","Jaboticabal","São Paulo","Brazil","South","LATAM"
2999,"LATAM|South|Brazil|São Paulo|Jacareí","Jacareí","São Paulo","Brazil","South","LATAM"
3000,"LATAM|South|Brazil|São Paulo|Jaú","Jaú","São Paulo","Brazil","South","LATAM"
3001,"LATAM|South|Brazil|São Paulo|José Bonifácio","José Bonifácio","São Paulo","Brazil","South","LATAM"
3002,"LATAM|South|Brazil|São Paulo|Jundiaí","Jundiaí","São Paulo","Brazil","South","LATAM"
3003,"LATAM|South|Brazil|São Paulo|Lençóis Paulista","Lençóis Paulista","São Paulo","Brazil","South","LATAM"
3004,"LATAM|South|Brazil|São Paulo|Limeira","Limeira","São Paulo","Brazil","South","LATAM"
3005,"LATAM|South|Brazil|São Paulo|Lins","Lins","São Paulo","Brazil","South","LATAM"
3006,"LATAM|South|Brazil|São Paulo|Lorena","Lorena","São Paulo","Brazil","South","LATAM"
3007,"LATAM|South|Brazil|São Paulo|Mauá","Mauá","São Paulo","Brazil","South","LATAM"
3008,"LATAM|South|Brazil|São Paulo|Mococa","Mococa","São Paulo","Brazil","South","LATAM"
3009,"LATAM|South|Brazil|São Paulo|Mogi das Cruzes","Mogi das Cruzes","São Paulo","Brazil","South","LATAM"
3010,"LATAM|South|Brazil|São Paulo|Osasco","Osasco","São Paulo","Brazil","South","LATAM"
3011,"LATAM|South|Brazil|São Paulo|Pindamonhangaba","Pindamonhangaba","São Paulo","Brazil","South","LATAM"
3012,"LATAM|South|Brazil|São Paulo|Praia Grande","Praia Grande","São Paulo","Brazil","South","LATAM"
3013,"LATAM|South|Brazil|São Paulo|Presidente Prudente","Presidente Prudente","São Paulo","Brazil","South","LATAM"
3014,"LATAM|South|Brazil|São Paulo|Registro","Registro","São Paulo","Brazil","South","LATAM"
3015,"LATAM|South|Brazil|São Paulo|Ribeirão Preto","Ribeirão Preto","São Paulo","Brazil","South","LATAM"
3016,"LATAM|South|Brazil|São Paulo|Salto","Salto","São Paulo","Brazil","South","LATAM"
3017,"LATAM|South|Brazil|São Paulo|Santana de Parnaíba","Santana de Parnaíba","São Paulo","Brazil","South","LATAM"
3018,"LATAM|South|Brazil|São Paulo|Santo André","Santo André","São Paulo","Brazil","South","LATAM"
3019,"LATAM|South|Brazil|São Paulo|Santos","Santos","São Paulo","Brazil","South","LATAM"
3020,"LATAM|South|Brazil|São Paulo|Sorocaba","Sorocaba","São Paulo","Brazil","South","LATAM"
3021,"LATAM|South|Brazil|São Paulo|Sumaré","Sumaré","São Paulo","Brazil","South","LATAM"
3022,"LATAM|South|Brazil|São Paulo|São Bernardo do Campo","São Bernardo do Campo","São Paulo","Brazil","South","LATAM"
3023,"LATAM|South|Brazil|São Paulo|São José dos Campos","São José dos Campos","São Paulo","Brazil","South","LATAM"
3024,"LATAM|South|Brazil|São Paulo|São Paulo","São Paulo","São Paulo","Brazil","South","LATAM"
3025,"LATAM|South|Brazil|São Paulo|São Vicente","São Vicente","São Paulo","Brazil","South","LATAM"
3026,"LATAM|South|Brazil|São Paulo|Taboão da Serra","Taboão da Serra","São Paulo","Brazil","South","LATAM"
3027,"LATAM|South|Brazil|São Paulo|Tatuí","Tatuí","São Paulo","Brazil","South","LATAM"
3028,"LATAM|South|Brazil|São Paulo|Taubaté","Taubaté","São Paulo","Brazil","South","LATAM"
3029,"LATAM|South|Brazil|São Paulo|Tupã","Tupã","São Paulo","Brazil","South","LATAM"
3030,"LATAM|South|Brazil|São Paulo|Valinhos","Valinhos","São Paulo","Brazil","South","LATAM"
3031,"LATAM|South|Brazil|São Paulo|Votuporanga","Votuporanga","São Paulo","Brazil","South","LATAM"
1007,"Canada|Canada|Canada|Alberta|Calgary","Calgary","Alberta","Canada","Canada","Canada"
1008,"Canada|Canada|Canada|Alberta|Edmonton","Edmonton","Alberta","Canada","Canada","Canada"
1009,"Canada|Canada|Canada|Alberta|Red Deer","Red Deer","Alberta","Canada","Canada","Canada"
1010,"Canada|Canada|Canada|British Columbia|Abbotsford","Abbotsford","British Columbia","Canada","Canada","Canada"
1011,"Canada|Canada|Canada|British Columbia|Burnaby","Burnaby","British Columbia","Canada","Canada","Canada"
1012,"Canada|Canada|Canada|British Columbia|Coquitlam","Coquitlam","British Columbia","Canada","Canada","Canada"
1013,"Canada|Canada|Canada|British Columbia|Richmond","Richmond","British Columbia","Canada","Canada","Canada"
1014,"Canada|Canada|Canada|British Columbia|Saanich","Saanich","British Columbia","Canada","Canada","Canada"
1015,"Canada|Canada|Canada|British Columbia|Surrey","Surrey","British Columbia","Canada","Canada","Canada"
1016,"Canada|Canada|Canada|British Columbia|Vancouver","Vancouver","British Columbia","Canada","Canada","Canada"
1017,"Canada|Canada|Canada|Manitoba|Winnipeg","Winnipeg","Manitoba","Canada","Canada","Canada"
1018,"Canada|Canada|Canada|Newfoundland|St. John's","St. John's","Newfoundland","Canada","Canada","Canada"
1019,"Canada|Canada|Canada|Nova Scotia|Dartmouth","Dartmouth","Nova Scotia","Canada","Canada","Canada"
1020,"Canada|Canada|Canada|Nova Scotia|Halifax","Halifax","Nova Scotia","Canada","Canada","Canada"
1021,"Canada|Canada|Canada|Ontario|Barrie","Barrie","Ontario","Canada","Canada","Canada"
1022,"Canada|Canada|Canada|Ontario|Brampton","Brampton","Ontario","Canada","Canada","Canada"
1023,"Canada|Canada|Canada|Ontario|Brantford","Brantford","Ontario","Canada","Canada","Canada"
1024,"Canada|Canada|Canada|Ontario|Burlington","Burlington","Ontario","Canada","Canada","Canada"
1025,"Canada|Canada|Canada|Ontario|Guelph","Guelph","Ontario","Canada","Canada","Canada"
1026,"Canada|Canada|Canada|Ontario|Hamilton","Hamilton","Ontario","Canada","Canada","Canada"
1027,"Canada|Canada|Canada|Ontario|Kingston","Kingston","Ontario","Canada","Canada","Canada"
1028,"Canada|Canada|Canada|Ontario|Kitchener","Kitchener","Ontario","Canada","Canada","Canada"
1029,"Canada|Canada|Canada|Ontario|London","London","Ontario","Canada","Canada","Canada"
1030,"Canada|Canada|Canada|Ontario|Markham","Markham","Ontario","Canada","Canada","Canada"
1031,"Canada|Canada|Canada|Ontario|Mississauga","Mississauga","Ontario","Canada","Canada","Canada"
1032,"Canada|Canada|Canada|Ontario|North York","North York","Ontario","Canada","Canada","Canada"
1033,"Canada|Canada|Canada|Ontario|Oakville","Oakville","Ontario","Canada","Canada","Canada"
1034,"Canada|Canada|Canada|Ontario|Oshawa","Oshawa","Ontario","Canada","Canada","Canada"
1035,"Canada|Canada|Canada|Ontario|Ottawa","Ottawa","Ontario","Canada","Canada","Canada"
1036,"Canada|Canada|Canada|Ontario|Peterborough","Peterborough","Ontario","Canada","Canada","Canada"
1037,"Canada|Canada|Canada|Ontario|Pickering","Pickering","Ontario","Canada","Canada","Canada"
1038,"Canada|Canada|Canada|Ontario|Richmond Hill","Richmond Hill","Ontario","Canada","Canada","Canada"
1039,"Canada|Canada|Canada|Ontario|St. Catharines","St. Catharines","Ontario","Canada","Canada","Canada"
1040,"Canada|Canada|Canada|Ontario|Toronto","Toronto","Ontario","Canada","Canada","Canada"
1041,"Canada|Canada|Canada|Ontario|Vaughan","Vaughan","Ontario","Canada","Canada","Canada"
1042,"Canada|Canada|Canada|Ontario|Waterloo","Waterloo","Ontario","Canada","Canada","Canada"
1043,"Canada|Canada|Canada|Ontario|Whitby","Whitby","Ontario","Canada","Canada","Canada"
1044,"Canada|Canada|Canada|Ontario|Windsor","Windsor","Ontario","Canada","Canada","Canada"
1045,"Canada|Canada|Canada|Quebec|Gatineau","Gatineau","Quebec","Canada","Canada","Canada"
1046,"Canada|Canada|Canada|Quebec|Laval","Laval","Quebec","Canada","Canada","Canada"
1047,"Canada|Canada|Canada|Quebec|Longueuil","Longueuil","Quebec","Canada","Canada","Canada"
1048,"Canada|Canada|Canada|Quebec|Montréal","Montréal","Quebec","Canada","Canada","Canada"
1049,"Canada|Canada|Canada|Quebec|Quebec","Quebec","Quebec","Canada","Canada","Canada"
1050,"Canada|Canada|Canada|Quebec|Saint-Laurent","Saint-Laurent","Quebec","Canada","Canada","Canada"
1051,"Canada|Canada|Canada|Saskatchewan|Regina","Regina","Saskatchewan","Canada","Canada","Canada"
1052,"Canada|Canada|Canada|Saskatchewan|Saskatoon","Saskatoon","Saskatchewan","Canada","Canada","Canada"
2529,"LATAM|Caribbean|Barbados|Saint Michael|Bridgetown","Bridgetown","Saint Michael","Barbados","Caribbean","LATAM"
2530,"LATAM|Caribbean|Cuba|Artemisa|Artemisa","Artemisa","Artemisa","Cuba","Caribbean","LATAM"
2531,"LATAM|Caribbean|Cuba|Camagüey|Camagüey","Camagüey","Camagüey","Cuba","Caribbean","LATAM"
2532,"LATAM|Caribbean|Cuba|Ciego de Ávila|Ciego de Ávila","Ciego de Ávila","Ciego de Ávila","Cuba","Caribbean","LATAM"
2533,"LATAM|Caribbean|Cuba|Ciego de Ávila|Morón","Morón","Ciego de Ávila","Cuba","Caribbean","LATAM"
2534,"LATAM|Caribbean|Cuba|Cienfuegos|Cienfuegos","Cienfuegos","Cienfuegos","Cuba","Caribbean","LATAM"
2535,"LATAM|Caribbean|Cuba|Granma|Bayamo","Bayamo","Granma","Cuba","Caribbean","LATAM"
2536,"LATAM|Caribbean|Cuba|Granma|Manzanillo","Manzanillo","Granma","Cuba","Caribbean","LATAM"
2537,"LATAM|Caribbean|Cuba|Guantánamo|Guantánamo","Guantánamo","Guantánamo","Cuba","Caribbean","LATAM"
2538,"LATAM|Caribbean|Cuba|Holguín|Holguín","Holguín","Holguín","Cuba","Caribbean","LATAM"
2539,"LATAM|Caribbean|Cuba|Holguín|Moa","Moa","Holguín","Cuba","Caribbean","LATAM"
2540,"LATAM|Caribbean|Cuba|Isla de la Juventud|Nueva Gerona","Nueva Gerona","Isla de la Juventud","Cuba","Caribbean","LATAM"
2541,"LATAM|Caribbean|Cuba|Las Tunas|Las Tunas","Las Tunas","Las Tunas","Cuba","Caribbean","LATAM"
2542,"LATAM|Caribbean|Cuba|Las Tunas|Puerto Padre","Puerto Padre","Las Tunas","Cuba","Caribbean","LATAM"
2543,"LATAM|Caribbean|Cuba|Matanzas|Cárdenas","Cárdenas","Matanzas","Cuba","Caribbean","LATAM"
2544,"LATAM|Caribbean|Cuba|Matanzas|Matanzas","Matanzas","Matanzas","Cuba","Caribbean","LATAM"
2545,"LATAM|Caribbean|Cuba|Mayabeque|San José de las Lajas","San José de las Lajas","Mayabeque","Cuba","Caribbean","LATAM"
2546,"LATAM|Caribbean|Cuba|Pinar del Río|Consolación del Sur","Consolación del Sur","Pinar del Río","Cuba","Caribbean","LATAM"
2547,"LATAM|Caribbean|Cuba|Pinar del Río|Pinar del Río","Pinar del Río","Pinar del Río","Cuba","Caribbean","LATAM"
2548,"LATAM|Caribbean|Cuba|Sancti Spíritus|Sancti Spíritus","Sancti Spíritus","Sancti Spíritus","Cuba","Caribbean","LATAM"
2549,"LATAM|Caribbean|Cuba|Santiago de Cuba|Contramaestre","Contramaestre","Santiago de Cuba","Cuba","Caribbean","LATAM"
2550,"LATAM|Caribbean|Cuba|Santiago de Cuba|Palma Soriano","Palma Soriano","Santiago de Cuba","Cuba","Caribbean","LATAM"
2551,"LATAM|Caribbean|Cuba|Santiago de Cuba|Santiago de Cuba","Santiago de Cuba","Santiago de Cuba","Cuba","Caribbean","LATAM"
2552,"LATAM|Caribbean|Cuba|Villa Clara|Santa Clara","Santa Clara","Villa Clara","Cuba","Caribbean","LATAM"
2553,"LATAM|Caribbean|Dominican Republic|Barahona|Santa Cruz de Barahona","Santa Cruz de Barahona","Barahona","Dominican Republic","Caribbean","LATAM"
2554,"LATAM|Caribbean|Dominican Republic|Duarte|San Francisco de Macorís","San Francisco de Macorís","Duarte","Dominican Republic","Caribbean","LATAM"
2555,"LATAM|Caribbean|Dominican Republic|Espaillat|Moca","Moca","Espaillat","Dominican Republic","Caribbean","LATAM"
2556,"LATAM|Caribbean|Dominican Republic|La Romana|La Romana","La Romana","La Romana","Dominican Republic","Caribbean","LATAM"
2557,"LATAM|Caribbean|Dominican Republic|La Vega|La Vega","La Vega","La Vega","Dominican Republic","Caribbean","LATAM"
2558,"LATAM|Caribbean|Dominican Republic|Monseñor Nouel|Bonao","Bonao","Monseñor Nouel","Dominican Republic","Caribbean","LATAM"
2559,"LATAM|Caribbean|Dominican Republic|Peravia|Baní","Baní","Peravia","Dominican Republic","Caribbean","LATAM"
2560,"LATAM|Caribbean|Dominican Republic|San Cristóbal|Bajos de Haina","Bajos de Haina","San Cristóbal","Dominican Republic","Caribbean","LATAM"
2561,"LATAM|Caribbean|Dominican Republic|San Juan|San Juan de la Maguana","San Juan de la Maguana","San Juan","Dominican Republic","Caribbean","LATAM"
2562,"LATAM|Caribbean|Dominican Republic|San Pedro de Macorís|San Pedro de Macorís","San Pedro de Macorís","San Pedro de Macorís","Dominican Republic","Caribbean","LATAM"
2563,"LATAM|Caribbean|Dominican Republic|Santiago|Santiago de los Caballeros","Santiago de los Caballeros","Santiago","Dominican Republic","Caribbean","LATAM"
2564,"LATAM|Caribbean|Dominican Republic|Santo Domingo|Santo Domingo","Santo Domingo","Santo Domingo","Dominican Republic","Caribbean","LATAM"
2565,"LATAM|Caribbean|Guadeloupe|Guadeloupe|Les Abymes","Les Abymes","Guadeloupe","Guadeloupe","Caribbean","LATAM"
2566,"LATAM|Caribbean|Haiti|Artibonite|Gonaïves","Gonaïves","Artibonite","Haiti","Caribbean","LATAM"
2567,"LATAM|Caribbean|Haiti|Ouest|Carrefour","Carrefour","Ouest","Haiti","Caribbean","LATAM"
2568,"LATAM|Caribbean|Jamaica|Saint Catherine|Portmore","Portmore","Saint Catherine","Jamaica","Caribbean","LATAM"
2569,"LATAM|Caribbean|Jamaica|Saint Catherine|Spanish Town","Spanish Town","Saint Catherine","Jamaica","Caribbean","LATAM"
2570,"LATAM|Caribbean|Martinique|Martinique|Fort-de-France","Fort-de-France","Martinique","Martinique","Caribbean","LATAM"
2571,"LATAM|Caribbean|Trinidad and Tobago|Chaguanas|Chaguanas","Chaguanas","Chaguanas","Trinidad and Tobago","Caribbean","LATAM"
2572,"LATAM|Caribbean|Trinidad and Tobago|San Fernando|San Fernando","San Fernando","San Fernando","Trinidad and Tobago","Caribbean","LATAM"
2573,"LATAM|Central|El Salvador|Cuscatlán|San Martín","San Martín","Cuscatlán","El Salvador","Central","LATAM"
2574,"LATAM|Central|El Salvador|La Libertad|Antiguo Cuscatlán","Antiguo Cuscatlán","La Libertad","El Salvador","Central","LATAM"
2575,"LATAM|Central|El Salvador|San Salvador|Apopa","Apopa","San Salvador","El Salvador","Central","LATAM"
2576,"LATAM|Central|El Salvador|San Salvador|Cuscatancingo","Cuscatancingo","San Salvador","El Salvador","Central","LATAM"
2577,"LATAM|Central|El Salvador|San Salvador|Delgado","Delgado","San Salvador","El Salvador","Central","LATAM"
2578,"LATAM|Central|El Salvador|San Salvador|Ilopango","Ilopango","San Salvador","El Salvador","Central","LATAM"
2579,"LATAM|Central|El Salvador|San Salvador|Mejicanos","Mejicanos","San Salvador","El Salvador","Central","LATAM"
2580,"LATAM|Central|El Salvador|San Salvador|San Salvador","San Salvador","San Salvador","El Salvador","Central","LATAM"
2581,"LATAM|Central|El Salvador|San Salvador|Soyapango","Soyapango","San Salvador","El Salvador","Central","LATAM"
2582,"LATAM|Central|El Salvador|Santa Ana|Santa Ana","Santa Ana","Santa Ana","El Salvador","Central","LATAM"
2583,"LATAM|Central|El Salvador|Sonsonate|Sonsonate","Sonsonate","Sonsonate","El Salvador","Central","LATAM"
2584,"LATAM|Central|Guatemala|Chimaltenango|Chimaltenango","Chimaltenango","Chimaltenango","Guatemala","Central","LATAM"
2585,"LATAM|Central|Guatemala|Escuintla|Escuintla","Escuintla","Escuintla","Guatemala","Central","LATAM"
2586,"LATAM|Central|Guatemala|Guatemala|Amatitlán","Amatitlán","Guatemala","Guatemala","Central","LATAM"
2587,"LATAM|Central|Guatemala|Guatemala|Chinautla","Chinautla","Guatemala","Guatemala","Central","LATAM"
2588,"LATAM|Central|Guatemala|Guatemala|Guatemala City","Guatemala City","Guatemala","Guatemala","Central","LATAM"
2589,"LATAM|Central|Guatemala|Guatemala|Mixco","Mixco","Guatemala","Guatemala","Central","LATAM"
2590,"LATAM|Central|Guatemala|Guatemala|Petapa","Petapa","Guatemala","Guatemala","Central","LATAM"
2591,"LATAM|Central|Guatemala|Guatemala|Villa Canales","Villa Canales","Guatemala","Guatemala","Central","LATAM"
2592,"LATAM|Central|Guatemala|Guatemala|Villa Nueva","Villa Nueva","Guatemala","Guatemala","Central","LATAM"
2593,"LATAM|Central|Guatemala|Huehuetenango|Huehuetenango","Huehuetenango","Huehuetenango","Guatemala","Central","LATAM"
2594,"LATAM|Central|Guatemala|Quezaltenango|Quetzaltenango","Quetzaltenango","Quezaltenango","Guatemala","Central","LATAM"
2595,"LATAM|Central|Honduras|Atlántida|La Ceiba","La Ceiba","Atlántida","Honduras","Central","LATAM"
2596,"LATAM|Central|Honduras|Choluteca|Choluteca","Choluteca","Choluteca","Honduras","Central","LATAM"
