DateKey,GregorianDate,GregorianYearInt,GregorianMonthNo,GregorianDayInMonth,GregorianMonthDayInt,GregorianDayOfWeekInt,GregorianMonthName,GregorianStr,GregorianYearMonthSort,GregorianYearMonthStr,GregorianDayOfWeekName,GrgorianWeekOfYearName,GregorianWeekOfYearNo,PersianInt,PersianYearInt,PersianMonthNo,PersianDayInMonth,PersianMonthDayInt,PersianDayOfWeekInt,PersianMonthName,PersianStr,PersianYearMonthInt,PersianYearMonthStr,PersianDayOfWeekName,PersianWeekOfYearName,PersianWeekOfYearNo,PersianFullName,SeasonCode,SeasonName,IsGregorianLeap,IsPersianLeap,PersianYearMonthSort
20130118,2013-01-18 00:00:00.000,2013,1,18,118,5,"January","1/18/2013",201301,"1/1/2013","Friday","Week 3",3,13911029,1391,10,29,1029,6,"دی","1391/10/29",13911029,"1391/10","جمعه","هفته 44",44,"جمعه 29 دی 1391",4,"زمستان",0,0,139110
20130119,2013-01-19 00:00:00.000,2013,1,19,119,6,"January","1/19/2013",201301,"1/1/2013","Saturday","Week 3",3,13911030,1391,10,30,1030,0,"دی","1391/10/30",13911030,"1391/10","شنبه","هفته 45",45,"شنبه 30 دی 1391",4,"زمستان",0,0,139110
20130120,2013-01-20 00:00:00.000,2013,1,20,120,0,"January","1/20/2013",201301,"1/1/2013","Sunday","Week 4",4,13911101,1391,11,1,1101,1,"بهمن","1391/11/01",13911101,"1391/11","یکشنبه","هفته 45",45,"یکشنبه 1 بهمن 1391",4,"زمستان",0,0,139111
20130121,2013-01-21 00:00:00.000,2013,1,21,121,1,"January","1/21/2013",201301,"1/1/2013","Monday","Week 4",4,13911102,1391,11,2,1102,2,"بهمن","1391/11/02",13911102,"1391/11","دوشنبه","هفته 45",45,"دوشنبه 2 بهمن 1391",4,"زمستان",0,0,139111
20130122,2013-01-22 00:00:00.000,2013,1,22,122,2,"January","1/22/2013",201301,"1/1/2013","Tuesday","Week 4",4,13911103,1391,11,3,1103,3,"بهمن","1391/11/03",13911103,"1391/11","سه شنبه","هفته 45",45,"سه شنبه 3 بهمن 1391",4,"زمستان",0,0,139111
20130123,2013-01-23 00:00:00.000,2013,1,23,123,3,"January","1/23/2013",201301,"1/1/2013","Wednesday","Week 4",4,13911104,1391,11,4,1104,4,"بهمن","1391/11/04",13911104,"1391/11","چهارشنبه","هفته 45",45,"چهارشنبه 4 بهمن 1391",4,"زمستان",0,0,139111
20130124,2013-01-24 00:00:00.000,2013,1,24,124,4,"January","1/24/2013",201301,"1/1/2013","Thursday","Week 4",4,13911105,1391,11,5,1105,5,"بهمن","1391/11/05",13911105,"1391/11","پنج شنبه","هفته 45",45,"پنج شنبه 5 بهمن 1391",4,"زمستان",0,0,139111
20130125,2013-01-25 00:00:00.000,2013,1,25,125,5,"January","1/25/2013",201301,"1/1/2013","Friday","Week 4",4,13911106,1391,11,6,1106,6,"بهمن","1391/11/06",13911106,"1391/11","جمعه","هفته 45",45,"جمعه 6 بهمن 1391",4,"زمستان",0,0,139111
20130126,2013-01-26 00:00:00.000,2013,1,26,126,6,"January","1/26/2013",201301,"1/1/2013","Saturday","Week 4",4,13911107,1391,11,7,1107,0,"بهمن","1391/11/07",13911107,"1391/11","شنبه","هفته 46",46,"شنبه 7 بهمن 1391",4,"زمستان",0,0,139111
20130127,2013-01-27 00:00:00.000,2013,1,27,127,0,"January","1/27/2013",201301,"1/1/2013","Sunday","Week 5",5,13911108,1391,11,8,1108,1,"بهمن","1391/11/08",13911108,"1391/11","یکشنبه","هفته 46",46,"یکشنبه 8 بهمن 1391",4,"زمستان",0,0,139111
20130128,2013-01-28 00:00:00.000,2013,1,28,128,1,"January","1/28/2013",201301,"1/1/2013","Monday","Week 5",5,13911109,1391,11,9,1109,2,"بهمن","1391/11/09",13911109,"1391/11","دوشنبه","هفته 46",46,"دوشنبه 9 بهمن 1391",4,"زمستان",0,0,139111
20130129,2013-01-29 00:00:00.000,2013,1,29,129,2,"January","1/29/2013",201301,"1/1/2013","Tuesday","Week 5",5,13911110,1391,11,10,1110,3,"بهمن","1391/11/10",13911110,"1391/11","سه شنبه","هفته 46",46,"سه شنبه 10 بهمن 1391",4,"زمستان",0,0,139111
20130130,2013-01-30 00:00:00.000,2013,1,30,130,3,"January","1/30/2013",201301,"1/1/2013","Wednesday","Week 5",5,13911111,1391,11,11,1111,4,"بهمن","1391/11/11",13911111,"1391/11","چهارشنبه","هفته 46",46,"چهارشنبه 11 بهمن 1391",4,"زمستان",0,0,139111
20130131,2013-01-31 00:00:00.000,2013,1,31,131,4,"January","1/31/2013",201301,"1/1/2013","Thursday","Week 5",5,13911112,1391,11,12,1112,5,"بهمن","1391/11/12",13911112,"1391/11","پنج شنبه","هفته 46",46,"پنج شنبه 12 بهمن 1391",4,"زمستان",0,0,139111
20130201,2013-02-01 00:00:00.000,2013,2,1,201,5,"February","2/1/2013",201302,"2/1/2013","Friday","Week 5",5,13911113,1391,11,13,1113,6,"بهمن","1391/11/13",13911113,"1391/11","جمعه","هفته 46",46,"جمعه 13 بهمن 1391",4,"زمستان",0,0,139111
20130202,2013-02-02 00:00:00.000,2013,2,2,202,6,"February","2/2/2013",201302,"2/1/2013","Saturday","Week 5",5,13911114,1391,11,14,1114,0,"بهمن","1391/11/14",13911114,"1391/11","شنبه","هفته 47",47,"شنبه 14 بهمن 1391",4,"زمستان",0,0,139111
20130203,2013-02-03 00:00:00.000,2013,2,3,203,0,"February","2/3/2013",201302,"2/1/2013","Sunday","Week 6",6,13911115,1391,11,15,1115,1,"بهمن","1391/11/15",13911115,"1391/11","یکشنبه","هفته 47",47,"یکشنبه 15 بهمن 1391",4,"زمستان",0,0,139111
20130204,2013-02-04 00:00:00.000,2013,2,4,204,1,"February","2/4/2013",201302,"2/1/2013","Monday","Week 6",6,13911116,1391,11,16,1116,2,"بهمن","1391/11/16",13911116,"1391/11","دوشنبه","هفته 47",47,"دوشنبه 16 بهمن 1391",4,"زمستان",0,0,139111
20130205,2013-02-05 00:00:00.000,2013,2,5,205,2,"February","2/5/2013",201302,"2/1/2013","Tuesday","Week 6",6,13911117,1391,11,17,1117,3,"بهمن","1391/11/17",13911117,"1391/11","سه شنبه","هفته 47",47,"سه شنبه 17 بهمن 1391",4,"زمستان",0,0,139111
20130206,2013-02-06 00:00:00.000,2013,2,6,206,3,"February","2/6/2013",201302,"2/1/2013","Wednesday","Week 6",6,13911118,1391,11,18,1118,4,"بهمن","1391/11/18",13911118,"1391/11","چهارشنبه","هفته 47",47,"چهارشنبه 18 بهمن 1391",4,"زمستان",0,0,139111
20130207,2013-02-07 00:00:00.000,2013,2,7,207,4,"February","2/7/2013",201302,"2/1/2013","Thursday","Week 6",6,13911119,1391,11,19,1119,5,"بهمن","1391/11/19",13911119,"1391/11","پنج شنبه","هفته 47",47,"پنج شنبه 19 بهمن 1391",4,"زمستان",0,0,139111
20130208,2013-02-08 00:00:00.000,2013,2,8,208,5,"February","2/8/2013",201302,"2/1/2013","Friday","Week 6",6,13911120,1391,11,20,1120,6,"بهمن","1391/11/20",13911120,"1391/11","جمعه","هفته 47",47,"جمعه 20 بهمن 1391",4,"زمستان",0,0,139111
20130209,2013-02-09 00:00:00.000,2013,2,9,209,6,"February","2/9/2013",201302,"2/1/2013","Saturday","Week 6",6,13911121,1391,11,21,1121,0,"بهمن","1391/11/21",13911121,"1391/11","شنبه","هفته 48",48,"شنبه 21 بهمن 1391",4,"زمستان",0,0,139111
20130210,2013-02-10 00:00:00.000,2013,2,10,210,0,"February","2/10/2013",201302,"2/1/2013","Sunday","Week 7",7,13911122,1391,11,22,1122,1,"بهمن","1391/11/22",13911122,"1391/11","یکشنبه","هفته 48",48,"یکشنبه 22 بهمن 1391",4,"زمستان",0,0,139111
20130211,2013-02-11 00:00:00.000,2013,2,11,211,1,"February","2/11/2013",201302,"2/1/2013","Monday","Week 7",7,13911123,1391,11,23,1123,2,"بهمن","1391/11/23",13911123,"1391/11","دوشنبه","هفته 48",48,"دوشنبه 23 بهمن 1391",4,"زمستان",0,0,139111
20130212,2013-02-12 00:00:00.000,2013,2,12,212,2,"February","2/12/2013",201302,"2/1/2013","Tuesday","Week 7",7,13911124,1391,11,24,1124,3,"بهمن","1391/11/24",13911124,"1391/11","سه شنبه","هفته 48",48,"سه شنبه 24 بهمن 1391",4,"زمستان",0,0,139111
20130213,2013-02-13 00:00:00.000,2013,2,13,213,3,"February","2/13/2013",201302,"2/1/2013","Wednesday","Week 7",7,13911125,1391,11,25,1125,4,"بهمن","1391/11/25",13911125,"1391/11","چهارشنبه","هفته 48",48,"چهارشنبه 25 بهمن 1391",4,"زمستان",0,0,139111
20130214,2013-02-14 00:00:00.000,2013,2,14,214,4,"February","2/14/2013",201302,"2/1/2013","Thursday","Week 7",7,13911126,1391,11,26,1126,5,"بهمن","1391/11/26",13911126,"1391/11","پنج شنبه","هفته 48",48,"پنج شنبه 26 بهمن 1391",4,"زمستان",0,0,139111
20130215,2013-02-15 00:00:00.000,2013,2,15,215,5,"February","2/15/2013",201302,"2/1/2013","Friday","Week 7",7,13911127,1391,11,27,1127,6,"بهمن","1391/11/27",13911127,"1391/11","جمعه","هفته 48",48,"جمعه 27 بهمن 1391",4,"زمستان",0,0,139111
20130216,2013-02-16 00:00:00.000,2013,2,16,216,6,"February","2/16/2013",201302,"2/1/2013","Saturday","Week 7",7,13911128,1391,11,28,1128,0,"بهمن","1391/11/28",13911128,"1391/11","شنبه","هفته 49",49,"شنبه 28 بهمن 1391",4,"زمستان",0,0,139111
20130217,2013-02-17 00:00:00.000,2013,2,17,217,0,"February","2/17/2013",201302,"2/1/2013","Sunday","Week 8",8,13911129,1391,11,29,1129,1,"بهمن","1391/11/29",13911129,"1391/11","یکشنبه","هفته 49",49,"یکشنبه 29 بهمن 1391",4,"زمستان",0,0,139111
20130218,2013-02-18 00:00:00.000,2013,2,18,218,1,"February","2/18/2013",201302,"2/1/2013","Monday","Week 8",8,13911130,1391,11,30,1130,2,"بهمن","1391/11/30",13911130,"1391/11","دوشنبه","هفته 49",49,"دوشنبه 30 بهمن 1391",4,"زمستان",0,0,139111
20130219,2013-02-19 00:00:00.000,2013,2,19,219,2,"February","2/19/2013",201302,"2/1/2013","Tuesday","Week 8",8,13911201,1391,12,1,1201,3,"اسفند","1391/12/01",13911201,"1391/12","سه شنبه","هفته 49",49,"سه شنبه 1 اسفند 1391",4,"زمستان",0,0,139112
20130220,2013-02-20 00:00:00.000,2013,2,20,220,3,"February","2/20/2013",201302,"2/1/2013","Wednesday","Week 8",8,13911202,1391,12,2,1202,4,"اسفند","1391/12/02",13911202,"1391/12","چهارشنبه","هفته 49",49,"چهارشنبه 2 اسفند 1391",4,"زمستان",0,0,139112
20130221,2013-02-21 00:00:00.000,2013,2,21,221,4,"February","2/21/2013",201302,"2/1/2013","Thursday","Week 8",8,13911203,1391,12,3,1203,5,"اسفند","1391/12/03",13911203,"1391/12","پنج شنبه","هفته 49",49,"پنج شنبه 3 اسفند 1391",4,"زمستان",0,0,139112
20130222,2013-02-22 00:00:00.000,2013,2,22,222,5,"February","2/22/2013",201302,"2/1/2013","Friday","Week 8",8,13911204,1391,12,4,1204,6,"اسفند","1391/12/04",13911204,"1391/12","جمعه","هفته 49",49,"جمعه 4 اسفند 1391",4,"زمستان",0,0,139112
20130223,2013-02-23 00:00:00.000,2013,2,23,223,6,"February","2/23/2013",201302,"2/1/2013","Saturday","Week 8",8,13911205,1391,12,5,1205,0,"اسفند","1391/12/05",13911205,"1391/12","شنبه","هفته 50",50,"شنبه 5 اسفند 1391",4,"زمستان",0,0,139112
20130224,2013-02-24 00:00:00.000,2013,2,24,224,0,"February","2/24/2013",201302,"2/1/2013","Sunday","Week 9",9,13911206,1391,12,6,1206,1,"اسفند","1391/12/06",13911206,"1391/12","یکشنبه","هفته 50",50,"یکشنبه 6 اسفند 1391",4,"زمستان",0,0,139112
20130225,2013-02-25 00:00:00.000,2013,2,25,225,1,"February","2/25/2013",201302,"2/1/2013","Monday","Week 9",9,13911207,1391,12,7,1207,2,"اسفند","1391/12/07",13911207,"1391/12","دوشنبه","هفته 50",50,"دوشنبه 7 اسفند 1391",4,"زمستان",0,0,139112
20130226,2013-02-26 00:00:00.000,2013,2,26,226,2,"February","2/26/2013",201302,"2/1/2013","Tuesday","Week 9",9,13911208,1391,12,8,1208,3,"اسفند","1391/12/08",13911208,"1391/12","سه شنبه","هفته 50",50,"سه شنبه 8 اسفند 1391",4,"زمستان",0,0,139112
20130227,2013-02-27 00:00:00.000,2013,2,27,227,3,"February","2/27/2013",201302,"2/1/2013","Wednesday","Week 9",9,13911209,1391,12,9,1209,4,"اسفند","1391/12/09",13911209,"1391/12","چهارشنبه","هفته 50",50,"چهارشنبه 9 اسفند 1391",4,"زمستان",0,0,139112
20130228,2013-02-28 00:00:00.000,2013,2,28,228,4,"February","2/28/2013",201302,"2/1/2013","Thursday","Week 9",9,13911210,1391,12,10,1210,5,"اسفند","1391/12/10",13911210,"1391/12","پنج شنبه","هفته 50",50,"پنج شنبه 10 اسفند 1391",4,"زمستان",0,0,139112
20130301,2013-03-01 00:00:00.000,2013,3,1,301,5,"March","3/1/2013",201303,"3/1/2013","Friday","Week 9",9,13911211,1391,12,11,1211,6,"اسفند","1391/12/11",13911211,"1391/12","جمعه","هفته 50",50,"جمعه 11 اسفند 1391",4,"زمستان",0,0,139112
20130302,2013-03-02 00:00:00.000,2013,3,2,302,6,"March","3/2/2013",201303,"3/1/2013","Saturday","Week 9",9,13911212,1391,12,12,1212,0,"اسفند","1391/12/12",13911212,"1391/12","شنبه","هفته 51",51,"شنبه 12 اسفند 1391",4,"زمستان",0,0,139112
20130303,2013-03-03 00:00:00.000,2013,3,3,303,0,"March","3/3/2013",201303,"3/1/2013","Sunday","Week 10",10,13911213,1391,12,13,1213,1,"اسفند","1391/12/13",13911213,"1391/12","یکشنبه","هفته 51",51,"یکشنبه 13 اسفند 1391",4,"زمستان",0,0,139112
20130304,2013-03-04 00:00:00.000,2013,3,4,304,1,"March","3/4/2013",201303,"3/1/2013","Monday","Week 10",10,13911214,1391,12,14,1214,2,"اسفند","1391/12/14",13911214,"1391/12","دوشنبه","هفته 51",51,"دوشنبه 14 اسفند 1391",4,"زمستان",0,0,139112
20130305,2013-03-05 00:00:00.000,2013,3,5,305,2,"March","3/5/2013",201303,"3/1/2013","Tuesday","Week 10",10,13911215,1391,12,15,1215,3,"اسفند","1391/12/15",13911215,"1391/12","سه شنبه","هفته 51",51,"سه شنبه 15 اسفند 1391",4,"زمستان",0,0,139112
20130306,2013-03-06 00:00:00.000,2013,3,6,306,3,"March","3/6/2013",201303,"3/1/2013","Wednesday","Week 10",10,13911216,1391,12,16,1216,4,"اسفند","1391/12/16",13911216,"1391/12","چهارشنبه","هفته 51",51,"چهارشنبه 16 اسفند 1391",4,"زمستان",0,0,139112
20130307,2013-03-07 00:00:00.000,2013,3,7,307,4,"March","3/7/2013",201303,"3/1/2013","Thursday","Week 10",10,13911217,1391,12,17,1217,5,"اسفند","1391/12/17",13911217,"1391/12","پنج شنبه","هفته 51",51,"پنج شنبه 17 اسفند 1391",4,"زمستان",0,0,139112
20130308,2013-03-08 00:00:00.000,2013,3,8,308,5,"March","3/8/2013",201303,"3/1/2013","Friday","Week 10",10,13911218,1391,12,18,1218,6,"اسفند","1391/12/18",13911218,"1391/12","جمعه","هفته 51",51,"جمعه 18 اسفند 1391",4,"زمستان",0,0,139112
20130309,2013-03-09 00:00:00.000,2013,3,9,309,6,"March","3/9/2013",201303,"3/1/2013","Saturday","Week 10",10,13911219,1391,12,19,1219,0,"اسفند","1391/12/19",13911219,"1391/12","شنبه","هفته 52",52,"شنبه 19 اسفند 1391",4,"زمستان",0,0,139112
20130310,2013-03-10 00:00:00.000,2013,3,10,310,0,"March","3/10/2013",201303,"3/1/2013","Sunday","Week 11",11,13911220,1391,12,20,1220,1,"اسفند","1391/12/20",13911220,"1391/12","یکشنبه","هفته 52",52,"یکشنبه 20 اسفند 1391",4,"زمستان",0,0,139112
20130311,2013-03-11 00:00:00.000,2013,3,11,311,1,"March","3/11/2013",201303,"3/1/2013","Monday","Week 11",11,13911221,1391,12,21,1221,2,"اسفند","1391/12/21",13911221,"1391/12","دوشنبه","هفته 52",52,"دوشنبه 21 اسفند 1391",4,"زمستان",0,0,139112
20130312,2013-03-12 00:00:00.000,2013,3,12,312,2,"March","3/12/2013",201303,"3/1/2013","Tuesday","Week 11",11,13911222,1391,12,22,1222,3,"اسفند","1391/12/22",13911222,"1391/12","سه شنبه","هفته 52",52,"سه شنبه 22 اسفند 1391",4,"زمستان",0,0,139112
20130313,2013-03-13 00:00:00.000,2013,3,13,313,3,"March","3/13/2013",201303,"3/1/2013","Wednesday","Week 11",11,13911223,1391,12,23,1223,4,"اسفند","1391/12/23",13911223,"1391/12","چهارشنبه","هفته 52",52,"چهارشنبه 23 اسفند 1391",4,"زمستان",0,0,139112
20130314,2013-03-14 00:00:00.000,2013,3,14,314,4,"March","3/14/2013",201303,"3/1/2013","Thursday","Week 11",11,13911224,1391,12,24,1224,5,"اسفند","1391/12/24",13911224,"1391/12","پنج شنبه","هفته 52",52,"پنج شنبه 24 اسفند 1391",4,"زمستان",0,0,139112
20130315,2013-03-15 00:00:00.000,2013,3,15,315,5,"March","3/15/2013",201303,"3/1/2013","Friday","Week 11",11,13911225,1391,12,25,1225,6,"اسفند","1391/12/25",13911225,"1391/12","جمعه","هفته 52",52,"جمعه 25 اسفند 1391",4,"زمستان",0,0,139112
20130316,2013-03-16 00:00:00.000,2013,3,16,316,6,"March","3/16/2013",201303,"3/1/2013","Saturday","Week 11",11,13911226,1391,12,26,1226,0,"اسفند","1391/12/26",13911226,"1391/12","شنبه","هفته 53",53,"شنبه 26 اسفند 1391",4,"زمستان",0,0,139112
20130317,2013-03-17 00:00:00.000,2013,3,17,317,0,"March","3/17/2013",201303,"3/1/2013","Sunday","Week 12",12,13911227,1391,12,27,1227,1,"اسفند","1391/12/27",13911227,"1391/12","یکشنبه","هفته 53",53,"یکشنبه 27 اسفند 1391",4,"زمستان",0,0,139112
20130318,2013-03-18 00:00:00.000,2013,3,18,318,1,"March","3/18/2013",201303,"3/1/2013","Monday","Week 12",12,13911228,1391,12,28,1228,2,"اسفند","1391/12/28",13911228,"1391/12","دوشنبه","هفته 53",53,"دوشنبه 28 اسفند 1391",4,"زمستان",0,0,139112
20130319,2013-03-19 00:00:00.000,2013,3,19,319,2,"March","3/19/2013",201303,"3/1/2013","Tuesday","Week 12",12,13911229,1391,12,29,1229,3,"اسفند","1391/12/29",13911229,"1391/12","سه شنبه","هفته 53",53,"سه شنبه 29 اسفند 1391",4,"زمستان",0,0,139112
20130622,2013-06-22 00:00:00.000,2013,6,22,622,6,"June","6/22/2013",201306,"6/1/2013","Saturday","Week 25",25,13920401,1392,4,1,401,0,"تیر","1392/04/01",13920401,"1392/04","شنبه","هفته 15",15,"شنبه 1 تیر 1392",2,"تابستان",0,0,139204
20130623,2013-06-23 00:00:00.000,2013,6,23,623,0,"June","6/23/2013",201306,"6/1/2013","Sunday","Week 26",26,13920402,1392,4,2,402,1,"تیر","1392/04/02",13920402,"1392/04","یکشنبه","هفته 15",15,"یکشنبه 2 تیر 1392",2,"تابستان",0,0,139204
20130624,2013-06-24 00:00:00.000,2013,6,24,624,1,"June","6/24/2013",201306,"6/1/2013","Monday","Week 26",26,13920403,1392,4,3,403,2,"تیر","1392/04/03",13920403,"1392/04","دوشنبه","هفته 15",15,"دوشنبه 3 تیر 1392",2,"تابستان",0,0,139204
20130625,2013-06-25 00:00:00.000,2013,6,25,625,2,"June","6/25/2013",201306,"6/1/2013","Tuesday","Week 26",26,13920404,1392,4,4,404,3,"تیر","1392/04/04",13920404,"1392/04","سه شنبه","هفته 15",15,"سه شنبه 4 تیر 1392",2,"تابستان",0,0,139204
20130626,2013-06-26 00:00:00.000,2013,6,26,626,3,"June","6/26/2013",201306,"6/1/2013","Wednesday","Week 26",26,13920405,1392,4,5,405,4,"تیر","1392/04/05",13920405,"1392/04","چهارشنبه","هفته 15",15,"چهارشنبه 5 تیر 1392",2,"تابستان",0,0,139204
20130627,2013-06-27 00:00:00.000,2013,6,27,627,4,"June","6/27/2013",201306,"6/1/2013","Thursday","Week 26",26,13920406,1392,4,6,406,5,"تیر","1392/04/06",13920406,"1392/04","پنج شنبه","هفته 15",15,"پنج شنبه 6 تیر 1392",2,"تابستان",0,0,139204
20130628,2013-06-28 00:00:00.000,2013,6,28,628,5,"June","6/28/2013",201306,"6/1/2013","Friday","Week 26",26,13920407,1392,4,7,407,6,"تیر","1392/04/07",13920407,"1392/04","جمعه","هفته 15",15,"جمعه 7 تیر 1392",2,"تابستان",0,0,139204
20130629,2013-06-29 00:00:00.000,2013,6,29,629,6,"June","6/29/2013",201306,"6/1/2013","Saturday","Week 26",26,13920408,1392,4,8,408,0,"تیر","1392/04/08",13920408,"1392/04","شنبه","هفته 16",16,"شنبه 8 تیر 1392",2,"تابستان",0,0,139204
20130630,2013-06-30 00:00:00.000,2013,6,30,630,0,"June","6/30/2013",201306,"6/1/2013","Sunday","Week 27",27,13920409,1392,4,9,409,1,"تیر","1392/04/09",13920409,"1392/04","یکشنبه","هفته 16",16,"یکشنبه 9 تیر 1392",2,"تابستان",0,0,139204
20130701,2013-07-01 00:00:00.000,2013,7,1,701,1,"July","7/1/2013",201307,"7/1/2013","Monday","Week 27",27,13920410,1392,4,10,410,2,"تیر","1392/04/10",13920410,"1392/04","دوشنبه","هفته 16",16,"دوشنبه 10 تیر 1392",2,"تابستان",0,0,139204
20130702,2013-07-02 00:00:00.000,2013,7,2,702,2,"July","7/2/2013",201307,"7/1/2013","Tuesday","Week 27",27,13920411,1392,4,11,411,3,"تیر","1392/04/11",13920411,"1392/04","سه شنبه","هفته 16",16,"سه شنبه 11 تیر 1392",2,"تابستان",0,0,139204
20130703,2013-07-03 00:00:00.000,2013,7,3,703,3,"July","7/3/2013",201307,"7/1/2013","Wednesday","Week 27",27,13920412,1392,4,12,412,4,"تیر","1392/04/12",13920412,"1392/04","چهارشنبه","هفته 16",16,"چهارشنبه 12 تیر 1392",2,"تابستان",0,0,139204
20130704,2013-07-04 00:00:00.000,2013,7,4,704,4,"July","7/4/2013",201307,"7/1/2013","Thursday","Week 27",27,13920413,1392,4,13,413,5,"تیر","1392/04/13",13920413,"1392/04","پنج شنبه","هفته 16",16,"پنج شنبه 13 تیر 1392",2,"تابستان",0,0,139204
20130705,2013-07-05 00:00:00.000,2013,7,5,705,5,"July","7/5/2013",201307,"7/1/2013","Friday","Week 27",27,13920414,1392,4,14,414,6,"تیر","1392/04/14",13920414,"1392/04","جمعه","هفته 16",16,"جمعه 14 تیر 1392",2,"تابستان",0,0,139204
20130706,2013-07-06 00:00:00.000,2013,7,6,706,6,"July","7/6/2013",201307,"7/1/2013","Saturday","Week 27",27,13920415,1392,4,15,415,0,"تیر","1392/04/15",13920415,"1392/04","شنبه","هفته 17",17,"شنبه 15 تیر 1392",2,"تابستان",0,0,139204
20130707,2013-07-07 00:00:00.000,2013,7,7,707,0,"July","7/7/2013",201307,"7/1/2013","Sunday","Week 28",28,13920416,1392,4,16,416,1,"تیر","1392/04/16",13920416,"1392/04","یکشنبه","هفته 17",17,"یکشنبه 16 تیر 1392",2,"تابستان",0,0,139204
20130708,2013-07-08 00:00:00.000,2013,7,8,708,1,"July","7/8/2013",201307,"7/1/2013","Monday","Week 28",28,13920417,1392,4,17,417,2,"تیر","1392/04/17",13920417,"1392/04","دوشنبه","هفته 17",17,"دوشنبه 17 تیر 1392",2,"تابستان",0,0,139204
20130709,2013-07-09 00:00:00.000,2013,7,9,709,2,"July","7/9/2013",201307,"7/1/2013","Tuesday","Week 28",28,13920418,1392,4,18,418,3,"تیر","1392/04/18",13920418,"1392/04","سه شنبه","هفته 17",17,"سه شنبه 18 تیر 1392",2,"تابستان",0,0,139204
20130710,2013-07-10 00:00:00.000,2013,7,10,710,3,"July","7/10/2013",201307,"7/1/2013","Wednesday","Week 28",28,13920419,1392,4,19,419,4,"تیر","1392/04/19",13920419,"1392/04","چهارشنبه","هفته 17",17,"چهارشنبه 19 تیر 1392",2,"تابستان",0,0,139204
20130711,2013-07-11 00:00:00.000,2013,7,11,711,4,"July","7/11/2013",201307,"7/1/2013","Thursday","Week 28",28,13920420,1392,4,20,420,5,"تیر","1392/04/20",13920420,"1392/04","پنج شنبه","هفته 17",17,"پنج شنبه 20 تیر 1392",2,"تابستان",0,0,139204
20130712,2013-07-12 00:00:00.000,2013,7,12,712,5,"July","7/12/2013",201307,"7/1/2013","Friday","Week 28",28,13920421,1392,4,21,421,6,"تیر","1392/04/21",13920421,"1392/04","جمعه","هفته 17",17,"جمعه 21 تیر 1392",2,"تابستان",0,0,139204
20130713,2013-07-13 00:00:00.000,2013,7,13,713,6,"July","7/13/2013",201307,"7/1/2013","Saturday","Week 28",28,13920422,1392,4,22,422,0,"تیر","1392/04/22",13920422,"1392/04","شنبه","هفته 18",18,"شنبه 22 تیر 1392",2,"تابستان",0,0,139204
20130714,2013-07-14 00:00:00.000,2013,7,14,714,0,"July","7/14/2013",201307,"7/1/2013","Sunday","Week 29",29,13920423,1392,4,23,423,1,"تیر","1392/04/23",13920423,"1392/04","یکشنبه","هفته 18",18,"یکشنبه 23 تیر 1392",2,"تابستان",0,0,139204
20130715,2013-07-15 00:00:00.000,2013,7,15,715,1,"July","7/15/2013",201307,"7/1/2013","Monday","Week 29",29,13920424,1392,4,24,424,2,"تیر","1392/04/24",13920424,"1392/04","دوشنبه","هفته 18",18,"دوشنبه 24 تیر 1392",2,"تابستان",0,0,139204
20130716,2013-07-16 00:00:00.000,2013,7,16,716,2,"July","7/16/2013",201307,"7/1/2013","Tuesday","Week 29",29,13920425,1392,4,25,425,3,"تیر","1392/04/25",13920425,"1392/04","سه شنبه","هفته 18",18,"سه شنبه 25 تیر 1392",2,"تابستان",0,0,139204
20130717,2013-07-17 00:00:00.000,2013,7,17,717,3,"July","7/17/2013",201307,"7/1/2013","Wednesday","Week 29",29,13920426,1392,4,26,426,4,"تیر","1392/04/26",13920426,"1392/04","چهارشنبه","هفته 18",18,"چهارشنبه 26 تیر 1392",2,"تابستان",0,0,139204
20130718,2013-07-18 00:00:00.000,2013,7,18,718,4,"July","7/18/2013",201307,"7/1/2013","Thursday","Week 29",29,13920427,1392,4,27,427,5,"تیر","1392/04/27",13920427,"1392/04","پنج شنبه","هفته 18",18,"پنج شنبه 27 تیر 1392",2,"تابستان",0,0,139204
20130719,2013-07-19 00:00:00.000,2013,7,19,719,5,"July","7/19/2013",201307,"7/1/2013","Friday","Week 29",29,13920428,1392,4,28,428,6,"تیر","1392/04/28",13920428,"1392/04","جمعه","هفته 18",18,"جمعه 28 تیر 1392",2,"تابستان",0,0,139204
20130720,2013-07-20 00:00:00.000,2013,7,20,720,6,"July","7/20/2013",201307,"7/1/2013","Saturday","Week 29",29,13920429,1392,4,29,429,0,"تیر","1392/04/29",13920429,"1392/04","شنبه","هفته 19",19,"شنبه 29 تیر 1392",2,"تابستان",0,0,139204
20130721,2013-07-21 00:00:00.000,2013,7,21,721,0,"July","7/21/2013",201307,"7/1/2013","Sunday","Week 30",30,13920430,1392,4,30,430,1,"تیر","1392/04/30",13920430,"1392/04","یکشنبه","هفته 19",19,"یکشنبه 30 تیر 1392",2,"تابستان",0,0,139204
20130722,2013-07-22 00:00:00.000,2013,7,22,722,1,"July","7/22/2013",201307,"7/1/2013","Monday","Week 30",30,13920431,1392,4,31,431,2,"تیر","1392/04/31",13920431,"1392/04","دوشنبه","هفته 19",19,"دوشنبه 31 تیر 1392",2,"تابستان",0,0,139204
